ISP_Name_R,log_pop,pop_den,income_m_h,less_high_school_perc,edu_bachelor_above,with_computer_no_internet_perc,no_computer_perc,asian_perc,white_perc,black_perc,senior_perc,diff_income,diff_white,diff_high_edu,diff_bachelor_edu,is_econ_up,more_white,edu_improve,less_white,is_econ_up_per,more_white_per,edu_improve_per,less_white_per,num_block,Consumer_per,Business_per,MaxCIRDown,MaxAdDown,MaxCIRUp,MaxAdUp,Digital Divide,Economic Impact,Local Community,Experience,Customer Service Oriented,Affordable,Products,Non-profit,Municipal,Technology,k_label
Element Wireless,8.558527054909215,26.269436393357292,43900.0,23.02035950891867,7.94648539357551,18.33555661709966,24.182776629618672,0.14970059880239522,98.24453330003209,0.2285148740366773,18.34132889627828,10006.5,-1.1083476937752508,-5.362011565744312,1.1480198400724149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,1.0,0.028571428571428567,0.0,26.25,0.0,8.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0
Stayton Cooperative Telephone Company,8.977651407818442,945.7733171667703,64994.0,13.12330605266365,10.283330103461703,8.157468870262795,8.618392281074994,1.1806791808075745,90.62443974265804,0.0,16.238364521570823,9569.0,-1.1508066761121682,4.343469179263272,-1.2038023336294972,1.0,0.0,0.0,0.0,4.761904761904762,0.0,0.0,0.0,21,1.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2
Canadian Valley Telephone Company,8.8065738205036,36.103253590690564,47406.0,12.372034256224167,10.24400208084614,16.857065689207097,14.84999022509126,0.3546343234836624,80.96798091324371,0.7075646921596743,27.35856753270021,13291.5,1.7802551121782173,-8.099911210423597,0.6896078480937371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373,1.0,1.0,12.5,12.5,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2
Webformix Company,12.241333606124046,1670.421638153622,60023.582524271835,8.541100561917446,18.783044782723067,9.07319496603873,7.285797525956593,1.0889686317978289,90.61858903028428,0.6070046990413203,19.879652394609533,8839.0,-0.07071695570564618,0.0,1.3620718228522648,0.0,1.0,5.0,0.0,0.0,0.01285016705217168,0.0642508352608584,0.0,7782,1.0,1.0,40.0,40.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2
NetsurfUSA,11.802710325013711,602.3369386302609,52502.22935779816,13.128841775125615,10.670760625853626,10.630451489730307,18.76418021102773,0.6646212466901025,95.94506520721504,0.6129010012544612,18.283368538021485,7792.0,-0.4069512302156255,-2.385370455555464,0.6647756125835453,2.0,0.0,1.0,1.0,0.026409613099168096,0.0,0.013204806549584048,0.013204806549584048,7573,1.0,1.0,8.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
LightLeap by North Carolina Wireless,12.51630723732746,621.3354436111928,46690.055555555555,17.027524030426754,11.88647803441158,8.792286359593415,18.144128946669426,2.627213581835398,82.42747862702137,8.507662905745093,19.637227755401554,5296.0,-0.19166379886225826,-3.518738193218619,0.009058267287746169,1.0,3.0,1.0,4.0,0.018416206261510127,0.055248618784530384,0.018416206261510127,0.07366482504604051,5430,1.0,1.0,0.0,25.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4
Highspeed Country Internet,11.799006256055035,548.3053288070785,49937.939393939385,16.805456462249285,11.200879694130483,10.24542574233262,13.424008404302676,0.6791280120222164,81.37136496720913,13.700061198646313,14.099576763636616,8047.0,-0.13275491673183382,-6.176472597555419,0.6819524606544061,1.0,4.0,1.0,2.0,0.025297242600556536,0.10118897040222614,0.025297242600556536,0.05059448520111307,3953,1.0,1.0,0.0,100.0,0.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
PGTELCO INTERNET,10.611523345589823,378.83718273595963,54063.285714285725,12.244917764555217,13.44446053108221,14.352491342804782,12.203949735514538,2.313658935828826,89.93942579820616,0.9924293538239196,16.391970417743273,8435.0,-0.33933187147039234,-1.242529400424134,0.11712915175895945,1.0,1.0,0.0,0.0,0.04363001745200698,0.04363001745200698,0.0,0.0,2292,1.0,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4
SkyWeb Networks,12.083045885550737,284.9569762445449,57739.195488721794,8.516532627109108,13.204242146630628,10.487582022761359,14.99129031078521,0.4328402963429926,93.25938212864271,3.5613580652090358,18.892571549519122,6536.0,-0.12346065533387217,-1.6542975149539152,1.8012624232367995,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4464285714285714,224,1.0,1.0,8.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
MUS FiberNET,11.050921750901521,1113.9219630254563,43090.9756097561,19.700386874936665,9.96484586799956,11.981449920664804,18.77653614816208,0.9404325589295616,88.19203438256037,3.9161986470303,18.329908907161688,1058.0,-2.7695983468939573,0.8549019607843178,0.21516780530806304,0.0,1.0,0.0,1.0,0.0,0.04310344827586207,0.0,0.04310344827586207,2320,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0
Beaver Creek Cooperative Telephone,10.073272520325904,402.6206320268261,78284.5,7.470382067683217,19.411121740028893,6.257500021212891,7.475253196992996,0.9101982685553438,93.1003163521578,0.004787437763309078,20.041324590019066,16996.0,-1.3214119207002,0.18951447284740075,3.564961730925196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292,1.0,1.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2
DMCI Broadband,17.649012578977196,5227.272793544424,69940.13558869522,11.652876863851096,20.81949172894243,8.522579197499631,11.326635787750511,6.326465366499254,72.97374879187356,12.290608128668824,16.62885795363385,6852.0,-1.0698677317588547,-1.0062332018070563,1.2067258179513587,1066.0,688.0,809.0,817.0,2.375381598591706,1.5330793056576866,1.802705171914344,1.8205316754685028,44877,0.0,1.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
i3 Broadband,12.583148567129562,3865.491489901128,57109.619565217385,7.401424839322822,20.211448123427612,9.209474615142552,11.169148813976813,5.658887550476769,77.54710651895252,12.856724190613999,16.053710702203634,4076.5,-1.5433367561837912,-0.22929008839286255,-0.11092504820480807,0.0,6.0,6.0,5.0,0.0,0.2689376961004034,0.2689376961004034,0.22411474675033616,2231,0.8077095472882115,0.2671447781264007,0.0,1000.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3
Frontier Communications,17.55783136648204,3328.2523655688324,66789.85076703531,12.294313085572036,17.040207292531555,8.594591557638234,11.945727842819732,4.275905196768055,80.68286246618145,6.216788036400014,17.756185847204854,6734.0,-0.5590227653076383,-1.1819879244172844,1.1114642393287797,786.0,740.0,650.0,801.0,0.03273430117472829,0.030818553268828163,0.02707035084424095,0.03335900157882615,2401151,1.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
Chickasaw Telephone Company,10.984818033969711,2835.5705801233808,40294.0,5.978579147047478,24.454545301265107,11.569464212548347,8.826372617235428,5.119819056813171,79.38606696517661,4.343222936406152,10.850565588464837,471.0,-0.7739436436770717,-0.10252200415465328,0.6924172724921771,1.0,2.0,1.0,2.0,0.07763975155279502,0.15527950310559005,0.07763975155279502,0.15527950310559005,1288,1.0,0.999223602484472,15.0,15.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
Blue Mountain Digital,8.60611940061064,16.207453224184743,44294.4,11.977707569621474,9.653285755886602,6.064175822757447,14.652075485667314,0.5083621788984694,95.73351740125707,0.2829826139468494,26.728789954489184,3876.0,0.06409183648038662,1.661429529076587,-5.161882482902026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1626,1.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4
GoBrolly Communications,10.377016211557725,405.52221077256377,77981.69565217392,5.208420997979787,19.452868972201998,13.54935120563343,9.273296920558568,0.7156232125576322,95.1506280513884,0.7012864469103949,17.947435895126816,8088.0,-1.3534558180227665,-0.5845010639834693,-1.7807607096978335,1.0,0.0,0.0,0.0,0.3436426116838488,0.0,0.0,0.0,291,0.8934707903780069,0.10652920962199312,0.0,12.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
AssetBlack,13.214054288276513,1393.2938220437657,54462.48014440433,14.515586401798597,17.429441492927857,11.03216610544698,15.084567223616068,2.482797069654556,62.21337249941839,30.081617232559857,16.160293004349214,5102.0,-1.5558698727015559,-1.179245283018868,0.2614242200446064,3.0,9.0,6.0,12.0,0.8287292817679558,2.4861878453038675,1.6574585635359116,3.3149171270718236,362,0.0,1.0,50.0,0.0,30.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
Chaparral CableVision,9.799570439116355,340.37634348324394,34737.0,37.098983738508615,8.60959600176619,16.449990506801466,19.171637718470432,0.08068385014610319,80.0012602801122,0.2878450870077195,10.112946275597984,-2673.5,-2.969014736742181,-8.248538647576236,1.2596450212250638,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5464480874316939,183,1.0,1.0,6.0,10.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Winnebago Cooperative Telecom Association,10.205072530156901,47.84852851437385,57503.114285714284,6.052422258269737,14.240817892860944,7.935534920288031,14.737007361187592,0.2733701004740246,97.3914726313861,0.7339673464532714,21.293751167697845,8417.0,-0.005784275447197729,-1.2069104316604715,1.4257837089260983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2618,1.0,1.0,1000.0,100.0,1000.0,100.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2
Tullahoma Utilities Authority,10.359297171745961,999.7551358418774,49172.35,11.67931446151992,12.36900715069736,17.272646118014208,14.061139258216553,0.7010942214831061,88.427987943359,4.318146589366737,19.098649226694924,6157.0,-1.5041134622264778,-5.6211145751161125,2.5752225744030564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509,1.0,1.0,1000.0,1000.0,1000.0,1000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2
Celito,11.805348779947227,2795.3381442751233,78403.85714285714,8.781311681944434,33.52039392848557,7.248218948939147,5.571754291334001,5.851438990954184,69.72332221822653,16.618659456702353,14.396507781539347,11233.5,-0.4265651300713813,-0.5713210718423968,0.9358222017792476,2.0,1.0,1.0,3.0,2.8571428571428568,1.4285714285714286,1.4285714285714286,4.285714285714286,70,0.0,1.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Country Wireless,12.290514891794544,586.1747124461342,58763.68361581921,10.212374963689005,13.812109001697193,7.0201203897080005,16.425618272492258,1.0819060625881616,95.6929581075974,0.6282222324626658,17.43887989134883,8170.0,-0.2906546327709094,-1.8923901318477572,1.5056482132622246,0.0,0.0,2.0,0.0,0.0,0.0,0.020716801325875285,0.0,9654,1.0,1.0,50.0,7.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2
WiSpan Internet,10.674752512360026,532.7114219910117,51121.95348837209,16.893517418653207,9.56420367843351,10.30220168427268,22.124339972991567,0.21728059765804192,97.55351686025313,0.4633787451896247,19.21008155762223,2679.0,0.02732275775544224,-0.9297520661157036,1.4512291831879482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2033,1.0,1.0,0.0,40.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4
South Plains Telephone Cooperative,10.903439054380268,40.33554422633351,58651.25,18.09764113553728,15.363327853636214,10.385462809664212,13.98243954549658,0.3130737220690851,91.29874130860348,2.1463786827441043,15.683315212446539,3420.0,2.700618547374056,0.7021700867068876,0.16139602768747707,1.0,1.0,0.0,1.0,0.09881422924901186,0.09881422924901186,0.0,0.09881422924901186,1012,1.0,1.0,0.0,150.0,0.0,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2
Mahaska Communication Group,10.97946219904839,1032.5096507102237,59038.37254901961,7.071238088311343,15.404138228354233,8.373567902166053,12.97477816320785,0.7411232406118684,96.55163780023511,0.8073568054504623,19.429932519646037,2976.0,-0.6015668169665958,-0.7541241162607992,-0.05238489109456701,0.0,1.0,0.0,0.0,0.0,0.04906771344455348,0.0,0.0,2038,1.0,1.0,0.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4
Consolidated Communications,11.025767538504422,666.5223309164406,53233.5641025641,11.844755506333414,14.40486754134228,12.376779106010682,14.703977163433487,0.7516595272927903,69.0482623436515,1.5938260230814008,16.662011826370506,6440.0,-1.077282622045118,-1.269566174245547,-0.2694247250361155,0.0,1.0,0.0,0.0,0.0,0.19120458891013384,0.0,0.0,523,1.0,1.0,20.0,20.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4
Union Telephone Company,10.482681853020042,44.371661809098775,64856.28,7.938487230904517,15.83663817904282,8.681748380370419,10.249688728237283,0.38536673406935423,95.98116013785057,0.12138169710387245,17.20399040352131,641.0,-0.8372545901771531,-2.05366998952152,0.8879297217540145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587,1.0,1.0,10.0,100.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
