,Provider_Id,DBAName,pop_sum,pop_den_mean,income_m_h_mean,income_m_h_sem,less_high_school_perc_mean,less_high_school_perc_sem,edu_bachelor_above_mean,edu_bachelor_above_sem,with_computer_no_internet_perc_mean,with_computer_no_internet_perc_sem,no_computer_perc_mean,no_computer_perc_sem,asian_perc_mean,asian_perc_sem,white_perc_mean,white_perc_sem,black_perc_mean,black_perc_sem,senior_perc_mean,senior_perc_sem,diff_income_mean,diff_income_sem,diff_white_mean,diff_white_sem,diff_high_edu_mean,diff_high_edu_sem,diff_bachelor_edu_mean,diff_bachelor_edu_sem,is_econ_up_sum,more_white_sum,edu_improve_sum,less_white_sum,Consumer_sum,Business_sum,MaxCIRDown_median,MaxAdDown_median,ISP Name
0,43424,Element Wireless,5210.0,26.269436393357292,43900.0,3598.7440633272786,23.02035950891867,2.359993612754811,7.94648539357551,2.067154694439685,18.33555661709966,5.338719346496848,24.182776629618672,4.994958305728409,0.14970059880239522,0.14970059880239522,98.24453330003209,0.5321007662103279,0.2285148740366773,0.16155056254337666,18.341328896278277,4.126620011677782,7307.5,5604.615278203016,-1.149506294972415,0.5462759457605819,-5.754205712581621,3.7460070211728542,1.99895493435814,2.888361701156518,0.0,0.0,0.0,0.0,35,1,0.0,26.25,Element Wireless
1,43426,Town of Bellevue,5717.0,631.5681027780764,64556.666666666664,5648.726479875305,7.989474270661659,1.0244631901538583,13.933960956571426,2.570664960418381,5.9582449456930044,1.1766123259599117,14.3271339496126,1.956845017167035,0.36996127345085084,0.24750004731483466,99.08772446022014,0.25658013036931404,0.0,0.0,20.450193531941903,3.58174008167907,9898.333333333334,4282.853820111591,0.1527176855321978,0.4527013204480815,-1.722972475303019,1.7320189777477195,1.9907269483931753,4.544323362424002,0.0,0.0,0.0,0.0,512,512,25.0,25.0,
2,43428,Stayton Cooperative Telephone Company,7923.0,945.7733171667705,64994.0,7322.947384762504,13.12330605266365,1.5448360574179612,10.283330103461704,2.1557262158032797,8.157468870262795,2.7130613917912214,8.618392281074994,2.2429262802486942,1.1806791808075743,0.6276272638860768,90.62443974265805,3.092835549555426,0.0,0.0,16.238364521570826,3.3077211760692635,10450.4,10403.944533685288,0.8954839437547661,3.026190121642952,1.2641328021130296,3.5702751920337867,1.4641573736180464,1.8891068728996285,1.0,0.0,0.0,0.0,21,21,10.0,10.0,Stayton Cooperative Telephone Company
3,43431,Broken Bow Cable,8740.0,832.1276368842573,30792.0,3844.693583369161,15.332218204364008,1.152074017013163,9.61502261992981,1.0821991153767943,12.345402167915047,2.2068220169788106,37.6829942491513,4.810401086541055,1.5999564708072596,0.847054216304401,51.36486311954921,5.307640900002887,20.139670590632864,6.558667410319663,16.537517372378463,2.364422297306706,1649.2222222222222,2099.9657257638078,-4.9932049383383506,6.857647766688139,-4.6245184419869,1.3342114553547004,-2.4612612280320008,0.8920585997560112,0.0,0.0,0.0,1.0,668,668,6.0,6.0,
4,43432,Canadian Valley Telephone Company,6677.0,36.10325359069056,47406.0,3700.9199532008256,12.372034256224168,0.8106215164543786,10.244002080846139,0.9702432375266494,16.857065689207097,1.5663826271957486,14.849990225091261,0.4602846127193669,0.3546343234836624,0.19061565645578044,80.96798091324371,1.4008324817259765,0.7075646921596743,0.5443686359341181,27.358567532700206,2.7568305414492924,10526.75,3794.2216236227773,2.0622541479438112,2.14677003169175,-8.200474230487234,1.8971098574386913,2.054591556528654,2.6820644447112247,0.0,0.0,0.0,0.0,373,373,12.5,12.5,Canadian Valley Telephone Company
5,43434,Central Cellular LLC /dba COTC Connections,24961.0,198.8246991083898,49137.89473684211,2348.545825923022,13.769160410180378,0.8459226754110911,10.696542460856309,0.7747970139824297,17.407575405495294,1.0081119106069414,18.27422954424735,1.1247706704158484,0.35644522499055786,0.19234661149304783,85.30036390097143,1.2749905797642513,1.9794130777371717,0.6585030569171252,17.442964033008828,0.8393153422333,7820.736842105263,2394.956403468597,-0.8593148979667891,1.673151732705337,-0.3392906257780919,1.570817493067215,2.0451225264901467,0.8852999963530654,0.0,0.0,0.0,0.0,1528,1536,3.0,3.0,Central Cellular/COTC Connections
6,43440,Tuttle Development Authority,6934.0,252.7968268689233,86320.0,12063.739297304684,6.305181975850416,0.7251205414547337,20.88409929807849,2.009972197958807,15.141940110999514,4.5233361178590465,8.687386837139313,2.2454778580405277,0.0,0.0,83.5165107445523,3.0071233855706603,0.0,0.0,12.292554806237415,3.287073388305988,15596.25,8297.661802931794,4.792509294767612,6.928899923150908,-7.247447266290044,6.117477835832016,7.332784005918883,3.1486165710752485,0.0,0.0,0.0,0.0,62,23,500.0,1000.0,Tuttle Development Authority
7,43443,"Digital Example, LLC",8990.0,364.261175143655,66479.2,9185.782429385097,6.631571928495717,0.859604772153705,16.617838398672266,2.6064837311030185,5.672431879493842,1.0350942460028592,13.210029725510541,2.998180753746291,0.0,0.0,98.12998699310859,0.65848098435904,0.08679313876625033,0.07720111963193332,16.828661231810937,1.9264765725348971,10451.8,8553.633996144561,2.502218611764076,1.1758293959259494,-0.11442012260878007,0.5182049306725216,2.4274061967207343,2.6304544734112945,0.0,0.0,0.0,0.0,9,0,0.0,50.0,Digital Example
8,43444,corridor,205471.0,3652.405789820017,61358.26271186441,2285.3991155916615,19.09587978424948,1.132249172678942,11.85822517980816,0.6543362969186225,7.773754815566574,0.5462914281998194,10.702986520829155,0.7854978604053459,9.408575913085983,1.0784296647416218,74.04202198068508,1.2601489257134157,2.366609787858258,0.29694604661807605,15.73160905556999,1.0517373652010198,8813.194915254237,1477.3609660171483,1.4688397035885425,1.2405582431835873,-0.7310192293577071,0.9708111447148621,-0.14899383745622258,0.6424040992963929,3.0,6.0,1.0,3.0,3800,3800,0.0,10.0,
9,43445,Northern Arkansas Telephone Company INC,29220.0,71.29816802624688,41250.6,2127.531141957739,12.084461180460055,0.8064084789977234,10.291521576628877,1.126203830647918,9.664420373342661,1.543555568404772,15.657919527756837,1.6705966135071184,0.4207396454097177,0.17552961396534775,96.96020473831946,0.5530246374151878,0.1171716909461058,0.08382326709850695,26.261217319460012,1.8164733485572977,3313.15,2672.1044498524107,-0.011968560971788379,0.7099570884253243,-3.235748853486867,1.6708340820106036,1.0023165487092935,1.4963195358602943,0.0,0.0,0.0,0.0,1669,1669,10.0,10.0,
